"Sample ID","Grab ID","Profile ID","Sample Number","Collect DateTime","Depth (m)","Site Type","Area","Locator","Site","Parameter","Value","Units","QualityId","Lab Qualifier","MDL","RDL","Text Value","Sample Info","Steward Note","Replicates","Replicate Of","Method","Date Analyzed","Data Source"
"211227","211227","85079","L80455-13","11/08/2022 12:47:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Suspended Solids","4.1","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","11/14/2022","KCEL"
"211215","211215","85075","L80360-8","10/26/2022 12:54:00 PM","0.98","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Intensity (PAR)","255","umol/sm2","1",,,,,,,,,"CTD","10/26/2022","KCEL"
"229403","229399","88988","L84533-4","09/18/2024 10:50:00 AM","186.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","0.062","ug/L","1","<RDL","0.06","0.12",,,,,,"CTD","09/18/2024","KCEL"
"212467","212467","84597","L79585-6","07/13/2022 09:57:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Ammonia Nitrogen","0.0143","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","07/20/2022","KCEL"
"231543","231543","89567","L85424-5","02/26/2025 10:15:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Total Suspended Solids","15","mg/L","1","<RDL","1","20",,,,,,"SM2540-D","03/04/2025","KCEL"
"215026","215021","85985","L80958-3","02/15/2023 09:05:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen",,"mg/L","1","<MDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","02/17/2023","KCEL"
"232008","232008","89652","L85602-1","03/12/2025 08:57:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","0.68","ug/L","1",,"0.06","0.12",,,,,,"CTD","03/12/2025","KCEL"
"205454","205454","83870","L78800-13","03/15/2022 12:37:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Suspended Solids","4.9","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","03/17/2022","KCEL"
"215061","215012","85998","L81134-3","03/29/2023 09:01:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","30.1","PSS","1",,,,,,,,,"CTD","03/29/2023","KCEL"
"212571","212571","85484","L80752-5","01/11/2023 09:22:00 AM","0.97","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Secchi Transparency","2","m","6","E",,,,,,,,"NONE","01/11/2023","KCEL"
"216055","216055","86258","L81609-2","05/25/2023 09:05:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen","0.0491","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","06/07/2023","KCEL"
"219287","219287","86958","L82763-11","11/07/2023 12:16:00 PM","0.96","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Density","1020.41","kg/m3","1",,,,,,,,,"CTD","11/07/2023","KCEL"
"212458","212457","84744","L79610-4","07/27/2022 10:47:00 AM","186.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen","5.3","mg/L","3","H","0.1","0.5",,,,,,"SM4500-O-C","07/28/2022","KCEL"
"215020","215020","85995","L81078-5","03/15/2023 09:53:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Transmissivity","71.8","% light","1",,"0.01","0.02",,,,,,"CTD","03/15/2023","KCEL"
"219270","219270","86966","L82037-14","08/16/2023 12:00:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Suspended Solids","4.5","mg/L","1","<RDL","0.53","10.5",,,,,,"SM2540-D","08/22/2023","KCEL"
"226884","226884","88466","L83104-14","01/23/2024 12:37:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Suspended Solids","2","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","01/25/2024","KCEL"
"227100","227100","88528","L83328-7","03/13/2024 03:18:00 PM","7.50","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Silica","3.55","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","03/14/2024","KCEL"
"230627","230627","89288","L84950-11","11/14/2024 01:36:00 PM","0.90","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Salinity, Field","23.1","PSS","1",,,,,,,,,"CTD","11/14/2024","KCEL"
"219366","219366","86991","L81937-2","07/12/2023 09:33:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","27.9","PSS","1",,,,,,,,,"CTD","07/12/2023","KCEL"
"205454","205454","83870","L78800-13","03/15/2022 12:37:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Surface Light Intensity (PAR)","1080","umol/sm2","1",,,,,,,,,"CTD","03/15/2022","KCEL"
"215033","215033","85988","L81318-3","04/26/2023 09:54:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","0","umol/sm2","1",,,,,,,,,"CTD","04/26/2023","KCEL"
"230725","230725","89300","L85195-2","12/09/2024 08:36:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.371","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","12/11/2024","KCEL"
"212504","212504","85082","L80034-7","09/14/2022 09:49:00 AM","9.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","5.8","mg/L","1",,"0.5","1",,,,,,"CTD","09/14/2022","KCEL"
"216047","216047","86268","L81632-11","06/14/2023 12:08:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Ammonia Nitrogen","0.0545","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","06/16/2023","KCEL"
"219245","219245","86980","L82110-10","08/29/2023 12:08:00 PM","22.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Density","1023","kg/m3","1",,,,,,,,,"CTD","08/29/2023","KCEL"
"216056","216056","86258","L81609-3","05/25/2023 08:57:00 AM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.0782","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","06/07/2023","KCEL"
"230621","230621","89282","L84950-7","11/14/2024 09:25:00 AM","9.50","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Orthophosphate Phosphorus","0.0796","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","11/15/2024","KCEL"
"229420","229420","88979","L84824-8","10/16/2024 01:56:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Secchi Transparency","2.5","m","1",,,,,,,,,"NONE","10/16/2024","KCEL"
"212563","212563","85481","L80752-11","01/11/2023 12:34:00 PM","0.99","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Temperature","7.35","deg C","1",,,,,,,,,"CTD","01/11/2023","KCEL"
"227121","227121","88519","L83649-13","05/15/2024 01:51:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Nitrogen","0.37","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","05/31/2024","KCEL"
"212553","212553","85486","L80539-2","12/14/2022 02:01:00 PM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Silica","3.65","mg/L","1",,"0.05","0.1",,,,,,"WHITLEDGE 1981","12/15/2022","KCEL"
"212535","212535","85075","L80360-9","10/26/2022 12:53:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Temperature","11.4","deg C","1",,,,,,,,,"CTD","10/26/2022","KCEL"
"227139","227139","88514","L84130-10","07/10/2024 11:37:00 AM","25.50","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Ammonia Nitrogen","0.0527","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","07/11/2024","KCEL"
"207130","207130","84173","L79081-15","05/11/2022 12:40:00 PM","12.50","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","79.1","% light","1",,"0.01","0.02",,,,,,"CTD","05/11/2022","KCEL"
"216067","216067","86257","L81232-13","05/10/2023 12:09:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Surface Light Intensity (PAR)","2240","umol/sm2","1",,,,,,,,,"CTD","05/10/2023","KCEL"
"229419","229419","88979","L84824-10","10/16/2024 01:53:00 PM","25.90","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","30.6","PSS","1",,,,,,,,,"CTD","10/16/2024","KCEL"
"219332","219332","86953","L82110-2","08/29/2023 09:07:00 AM","5.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.288","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","09/07/2023","KCEL"
"231098","231098","89437","L85267-11","01/15/2025 12:26:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Temperature","7.45","deg C","1",,,,,,,,,"CTD","01/15/2025","KCEL"
"216063","216063","86260","L81632-9","06/14/2023 11:40:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Transmissivity","87.6","% light","1",,"0.01","0.02",,,,,,"CTD","06/14/2023","KCEL"
"219310","219310","86978","L82637-8","10/25/2023 11:22:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Pheophytin a",,"ug/L","1","<MDL","1.1","4.57",,,,,,"EPA445.0","10/30/2023","KCEL"
"219278","219278","86967","L82281-12","09/13/2023 12:54:00 PM","3.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Ammonia Nitrogen","0.0311","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","09/15/2023","KCEL"
"216051","216050","86256","L81718-4","06/27/2023 08:53:00 AM","189.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.409","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","06/30/2023","KCEL"
"219338","219338","86957","L82528-6","10/11/2023 10:07:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Orthophosphate Phosphorus","0.0404","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","10/13/2023","KCEL"
"227120","227120","88511","L83916-15","06/12/2024 01:04:00 PM","12.60","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Nitrogen","0.433","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","06/26/2024","KCEL"
"227172","227172","88500","L84130-6","07/10/2024 03:31:00 PM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Intensity (PAR)","121","umol/sm2","1",,,,,,,,,"CTD","07/10/2024","KCEL"
"229386","229386","88984","L84824-3","10/16/2024 08:55:00 AM","186.60","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen","5.11","mg/L","1","H","0.1","0.5",,,"See DAF; surpassed holding time by 18hrs but this should have minimal effects on data",,,"SM4500-O-C","10/17/2024","KCEL"
"229389","229389","88983","L84312-2","08/14/2024 08:37:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","12.2","mg/L","1",,"0.5","1",,,,,,"CTD","08/14/2024","KCEL"
"215014","215014","85995","L81078-6","03/15/2023 09:52:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Transmissivity","76.3","% light","1",,"0.01","0.02",,,,,,"CTD","03/15/2023","KCEL"
"212474","212474","84593","L79585-4","07/13/2022 10:31:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen",,"mg/L","1","<MDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","07/20/2022","KCEL"
"229382","229382","88975","L84533-8","09/18/2024 01:12:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","27.7","PSS","1",,,,,,,,,"CTD","09/18/2024","KCEL"
"226890","226890","88469","L83104-2","01/23/2024 11:11:00 AM","4.90","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","39.2","umol/sm2","1",,,,,,,,,"CTD","01/23/2024","KCEL"
"227112","227112","88511","L83916-13","06/12/2024 01:06:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Density","1021.55","kg/m3","1",,,,,,,,,"CTD","06/12/2024","KCEL"
"226889","226889","88469","L83104-1","01/23/2024 11:12:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Silica","4.36","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","01/24/2024","KCEL"
"227106","227106","88504","L83649-11","05/15/2024 02:03:00 PM","1.10","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Secchi Transparency","2.5","m","1",,,,,,,,,"NONE","05/15/2024","KCEL"
"219295","219295","86969","L82405-1","09/28/2023 11:53:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","461","umol/sm2","1",,,,,,,,,"CTD","09/28/2023","KCEL"
"215036","215036","85986","L81134-8","03/29/2023 01:50:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Transmissivity","68.6","% light","1",,"0.01","0.02",,,,,,"CTD","03/29/2023","KCEL"
"212484","212484","85085","L79796-7","08/11/2022 02:39:00 PM","8.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","8.2","mg/L","1",,"0.5","1",,,,,,"CTD","08/11/2022","KCEL"
"206035","206035","83878","L78800-6","03/15/2022 10:09:00 AM","9.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","772","umol/sm2","1",,,,,,,,,"CTD","03/15/2022","KCEL"
"215026","215021","85985","L80958-3","02/15/2023 09:05:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.406","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","02/17/2023","KCEL"
"206039","206039","83674","L78512-14","02/03/2022 12:58:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Chlorophyll a","1.4","ug/L","1",,"0.05","0.1",,,,,,"EPA 445.0","02/15/2022","KCEL"
"215063","215063","85987","L80958-13","02/15/2023 01:20:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","64.3","% light","1",,"0.01","0.02",,,,,,"CTD","02/15/2023","KCEL"
"219303","219303","87001","L81937-6","07/12/2023 10:44:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","8.5","mg/L","1",,"0.5","1",,,,,,"CTD","07/12/2023","KCEL"
"215067","215067","85992","L81134-11","03/29/2023 02:03:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Suspended Solids","6.1","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","03/31/2023","KCEL"
"219283","219283","86956","L82763-9","11/07/2023 11:40:00 AM","4.90","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Ammonia Nitrogen","0.0246","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","11/09/2023","KCEL"
"219235","219235","86256","L81718-2","06/27/2023 09:01:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1019.72","kg/m3","1",,,,,,,,,"CTD","06/27/2023","KCEL"
"231098","231098","89437","L85267-11","01/15/2025 12:26:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Density","1016.92","kg/m3","1",,,,,,,,,"CTD","01/15/2025","KCEL"
"212471","212471","84744","L79610-2","07/27/2022 10:56:00 AM","5.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.0435","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","07/28/2022","KCEL"
"206010","206010","83854","L78658-10","03/01/2022 12:40:00 PM","26.00","Marine Offshore","Whidbey","PENNCOVEPNN001","Penn Cove - ECY PNN001","Ammonia Nitrogen",,"mg/L","1","<MDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","03/03/2022","KCEL"
"211231","211231","85085","L79796-5","08/11/2022 02:40:00 PM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Salinity, Field","25.2","PSS","1",,,,,,,,,"CTD","08/11/2022","KCEL"
"207643","207643","84274","L79041-7","04/27/2022 10:27:00 AM","8.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","7.2","mg/L","1",,"0.5","1",,,,,,"CTD","04/27/2022","KCEL"
"206010","206010","83854","L78658-10","03/01/2022 12:40:00 PM","26.00","Marine Offshore","Whidbey","PENNCOVEPNN001","Penn Cove - ECY PNN001","Temperature","9.55","deg C","1",,,,,,,,,"CTD","03/01/2022","KCEL"
"216063","216063","86260","L81632-9","06/14/2023 11:40:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Suspended Solids","2.1","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","06/22/2023","KCEL"
"227094","227093","88516","L83260-4","02/13/2024 02:25:00 PM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1023.95","kg/m3","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"205453","205453","83847","L78800-11","03/15/2022 12:22:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Surface Light Intensity (PAR)","1000","umol/sm2","1",,,,,,,,,"CTD","03/15/2022","KCEL"
"216046","216046","86265","L81232-12","05/10/2023 12:25:00 PM","2.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Density","1018.45","kg/m3","1",,,,,,,,,"CTD","05/10/2023","KCEL"
"212456","212456","84595","L79585-12","07/13/2022 12:21:00 PM","3.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Surface Light Intensity (PAR)","2200","umol/sm2","1",,,,,,,,,"CTD","07/13/2022","KCEL"
"219364","219363","86955","L82763-4","11/07/2023 09:53:00 AM","186.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","5.4","mg/L","1",,"0.5","1",,,,,,"CTD","11/07/2023","KCEL"
"215062","215062","85994","L81134-15","03/29/2023 02:15:00 PM","12.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Surface Light Intensity (PAR)","2240","umol/sm2","1",,,,,,,,,"CTD","03/29/2023","KCEL"
"211229","211229","85093","L80034-11","09/14/2022 12:19:00 PM","0.99","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Silica","1.98","mg/L","1",,"0.05","0.1",,,,,,"WHITLEDGE 1981","09/26/2022","KCEL"
"215013","215013","85985","L80958-1","02/15/2023 09:15:00 AM","0.98","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","12.4","ug/L","1",,"0.06","0.12",,,,,,"CTD","02/15/2023","KCEL"
"215041","215041","85983","L80958-5","02/15/2023 10:24:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Total Suspended Solids","5.6","mg/L","3","<RDL,SH","0.53","10.5","Samples in oven >4hrs at 16hrs",,"CRA",,,"SM2540-D","02/17/2023","KCEL"
"206013","206013","83854","L78658-9","03/01/2022 12:42:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEPNN001","Penn Cove - ECY PNN001","Orthophosphate Phosphorus","0.0541","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/03/2022","KCEL"
"227112","227112","88511","L83916-13","06/12/2024 01:06:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Silica","3.79","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","06/13/2024","KCEL"
"219323","219323","86984","L82037-11","08/16/2023 12:14:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll, Field","3.1","ug/L","1",,"0.06","0.12",,,,,,"CTD","08/16/2023","KCEL"
"227094","227093","88516","L83260-4","02/13/2024 02:25:00 PM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","30.1","PSS","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"227169","227169","88523","L83260-15","02/13/2024 09:30:00 AM","14.80","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Salinity, Field","28.8","PSS","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"219258","219258","86977","L82528-3","10/11/2023 08:45:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1024.33","kg/m3","1",,,,,,,,,"CTD","10/11/2023","KCEL"
"227138","227138","88505","L83498-3","04/10/2024 08:54:00 AM","194.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","0","umol/sm2","1",,,,,,,,,"CTD","04/10/2024","KCEL"
"227105","227105","88512","L83916-12","06/12/2024 01:17:00 PM","3.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Suspended Solids","2.4","mg/L","1","<RDL","0.52","10.4",,,,,,"SM2540-D","06/18/2024","KCEL"
"226883","226883","88466","L83104-13","01/23/2024 12:38:00 PM","0.99","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Suspended Solids","1.7","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","01/25/2024","KCEL"
"216055","216055","86258","L81609-2","05/25/2023 09:05:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll a","1.94","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","06/05/2023","KCEL"
"227137","227137","88505","L83498-2","04/10/2024 09:03:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","26.2","PSS","1",,,,,,,,,"CTD","04/10/2024","KCEL"
"206009","206004","83873","L78658-5","03/01/2022 12:26:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Orthophosphate Phosphorus","0.0575","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/03/2022","KCEL"
"207133","207132","84169","L79081-4","05/11/2022 10:26:00 AM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Surface Light Intensity (PAR)","2330","umol/sm2","1",,,,,,,,,"CTD","05/11/2022","KCEL"
"219282","219282","86978","L82637-10","10/25/2023 11:20:00 AM","24.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Silica","5.24","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","10/26/2023","KCEL"
"227181","227181","88516","L83260-1","02/13/2024 02:35:00 PM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Surface Light Intensity (PAR)","2000","umol/sm2","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"227172","227172","88500","L84130-6","07/10/2024 03:31:00 PM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Temperature","11.8","deg C","1",,,,,,,,,"CTD","07/10/2024","KCEL"
"219318","219318","86960","L82405-10","09/28/2023 10:09:00 AM","23.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Intensity (PAR)","0.5","umol/sm2","1",,,,,,,,,"CTD","09/28/2023","KCEL"
"215068","215068","85992","L81134-12","03/29/2023 02:02:00 PM","4.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll a","20.9","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","04/10/2023","KCEL"
"219270","219270","86966","L82037-14","08/16/2023 12:00:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Salinity, Field","29.1","PSS","1",,,,,,,,,"CTD","08/16/2023","KCEL"
"211228","211228","85103","L80360-1","10/26/2022 08:59:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","29.4","PSS","1",,,,,,,,,"CTD","10/26/2022","KCEL"
"229403","229399","88988","L84533-4","09/18/2024 10:50:00 AM","186.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1024.38","kg/m3","1",,,,,,,,,"CTD","09/18/2024","KCEL"
"227166","227166","88529","L83916-9","06/12/2024 12:47:00 PM","4.90","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","27.6","PSS","1",,,,,,,,,"CTD","06/12/2024","KCEL"
"215049","215049","85990","L81318-7","04/26/2023 11:20:00 AM","9.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Ammonia Nitrogen","0.0422","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","04/27/2023","KCEL"
"231540","231540","89562","L85424-13","02/26/2025 01:18:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Nitrogen","0.17","mg/L","1","<RDL","0.05","0.2",,,,,,"SM4500-N-C","02/27/2025","KCEL"
"219356","219356","86975","L82110-7","08/29/2023 10:28:00 AM","6.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","198","umol/sm2","1",,,,,,,,,"CTD","08/29/2023","KCEL"
"231542","231542","89569","L85424-2","02/26/2025 09:11:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1021.77","kg/m3","1",,,,,,,,,"CTD","02/26/2025","KCEL"
"219270","219270","86966","L82037-14","08/16/2023 12:00:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Pheophytin a",,"ug/L","1","<MDL","3.6","14.4",,,,,,"EPA445.0","08/24/2023","KCEL"
